type,by,post_id,post_link,post_message,細分類,分類,比賽項目,picture,full_picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes_count_fb,comments_count_fb,reactions_count_fb,shares_count_fb,engagement_fb,comments_retrieved,comments_base,comments_replies,comment_likes_count,rea_NONE,rea_LIKE,rea_LOVE,rea_WOW,rea_HAHA,rea_SAD,rea_ANGRY,rea_THANKFUL,post_publ,年,月,日,1正評,2負,3中立
video,post_page_157215971120682,157215971120682_828860053956267,https://www.facebook.com/157215971120682/posts/828860053956267,??世大運韻律體操測試賽-詹庭甄個人全能奪銅??  世大運韻律體操測試賽8/2-8/3，在南港展覽館舉行 第一天賽程我國世大運代表隊分別在團體全能賽及個人全能賽收下兩銅 其中來自國立體大的詹庭甄以總分57.250拿到個人全能賽銅牌 一起來看看體操精靈的美妙舞姿!!  →2017臺北世大運韻律體操每日賽程??https://goo.gl/f2fzeQ →8/27 - 8/29 進場為選手加油喔 ?? https://goo.gl/gxbMEb,體操,運動,Rhythmic Gymnastics,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20617776_828860887289517_6400878594037383168_n.jpg?oh=00d153a89f5d5ddd28d1a6f1bc5e4908&oe=5A3568CC,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20617776_828860887289517_6400878594037383168_n.jpg?oh=2738fc7e8f4c1550334b116ad7d832ef&oe=5A2CE776,https://www.facebook.com/taipei2017/videos/828860053956267/,facebook.com,2017-08-03T03:44:00+0000,1501731840,2017/8/3 05:44,567,5,582,25,612,5,5,0,0,0,565,15,0,0,0,0,0,2017/8/3,2017,8,3,0,0,0
video,post_page_157215971120682,157215971120682_828752573967015,https://www.facebook.com/157215971120682/posts/828752573967015,【名人說故事4 - 許淑淨】 女生的力量可以有多大? 她舉起了全世界、讓世界看到臺灣 臺灣運動史上唯一奪得兩面金牌的選手 許淑淨Hsu Shu-Ching 這次你不用飛到其他國家，在家鄉就能近距離為她加油  #名人說故事 #2017臺北世大運 ??點我看更多許淑淨：https://goo.gl/2Zn8jg ??比賽地點：淡江大學體育館 ??捍衛我們的主場：https://goo.gl/BbNAaD,舉重,運動,Weightlifting,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20617714_828757397299866_4989928605476716544_n.jpg?oh=36bc9034d6906d1a4913e4f4a84defdd&oe=5A2EC6EF,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20617714_828757397299866_4989928605476716544_n.jpg?oh=d11159a1c04c1fd1a53cac177fa5bd83&oe=5A2AD755,https://www.facebook.com/taipei2017/videos/828752573967015/,facebook.com,2017-08-02T13:00:00+0000,1501678800,2017/8/2 15:00,1278,16,1320,126,1462,16,13,3,5,0,1277,41,1,0,0,0,0,2017/8/2,2017,8,2,4,0,0
video,post_page_157215971120682,157215971120682_828292987346307,https://www.facebook.com/157215971120682/posts/828292987346307,【名人說故事4】引言人- 徐裴翊  女生的力量可以有多大?她讓世界看見台灣 臺灣運動史上唯一奪得兩面金牌的選手許淑淨Hsu Shu-Ching 這次你不用飛到其他國家，在家鄉就能近距離為她加油  明天8/2 晚上9:00 完整呈現許淑淨Hsu Shu-Ching的故事  #名人說故事 #2017臺北世大運  ??點我看更多許淑淨：https://goo.gl/2Zn8jg ??比賽地點：淡江大學體育館 ??捍衛我們的主場：https://goo.gl/BbNAaD,舉重,運動,Weightlifting,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20613581_828295520679387_1140484434663833600_n.jpg?oh=7d41f5e3babe89ffc26728ed57c74599&oe=59EB41BF,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20613581_828295520679387_1140484434663833600_n.jpg?oh=4f95fefb1e1dbd9e1d7001c6ac4d6e3e&oe=59F73005,https://www.facebook.com/taipei2017/videos/828292987346307/,facebook.com,2017-08-01T13:00:00+0000,1501592400,2017/8/1 15:00,762,6,795,61,862,6,5,1,2,0,761,28,5,0,0,0,0,2017/8/1,2017,8,1,2,0,5
video,post_page_157215971120682,157215971120682_813051955537077,https://www.facebook.com/157215971120682/posts/813051955537077,??2017年國際韻律體操暨2017臺北世大運測試賽 即將於明天開始  想要提前感受賽會熱鬧氣氛的你千萬不要錯過喔!  韻律體操測試賽詳細賽程 https://goo.gl/PDtTs4  2017臺北世大運韻律體操每日賽程??https://goo.gl/f2fzeQ 8/27 - 8/29 進場為選手加油喔 ?? https://goo.gl/gxbMEb,韻律體操,運動,Rhythmic Gymnastics,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19930074_813052352203704_4610288560623321088_n.jpg?oh=4308cec5076d8f8c021cc4e800297c7a&oe=59F7EDB6,https://scontent.xx.fbcdn.net/v/t15.0-10/19930074_813052352203704_4610288560623321088_n.jpg?oh=d04fbe343e19d48e501bcca07c6f0b80&oe=59F0575B,https://www.facebook.com/taipei2017/videos/813051955537077/,facebook.com,2017-08-01T09:22:54+0000,1501579374,2017/8/1 11:22,796,17,832,63,912,17,11,6,4,0,796,27,3,6,0,0,0,2017/8/1,2017,8,1,27,3,18
video,post_page_157215971120682,157215971120682_828181020690837,https://www.facebook.com/157215971120682/posts/828181020690837,?世大運之星-高爾夫俞俊安 ? 16歲就拿下亞運銅牌，目前就讀亞利桑那州立大學的俞俊安 世大運當然也不會缺席，向學校請假也要為中華隊在臺灣留下獎牌 ?? 高爾夫這次入選選手除了俞俊安外， 還有劉永華、賴嘉一、陳之敏、侯羽桑、陳萱共6位選手 8/24~8/27 高爾夫球賽事 就在揚昇高爾夫鄉村俱樂部 一起來為這些好手加油吧！  ?? 世大運高爾夫賽程：https://goo.gl/ZqvBY7 ?? 購票進場為選手加油：https://goo.gl/YS2UKM,高爾夫,運動,Golf,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20613387_828181500690789_3046438848721584128_n.jpg?oh=79510b794edb752094f0961291291ebc&oe=5A397362,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20613387_828181500690789_3046438848721584128_n.jpg?oh=13d85ab245c9937f265999661b952885&oe=59FB5ED8,https://www.facebook.com/taipei2017/videos/828181020690837/,facebook.com,2017-08-01T04:42:51+0000,1501562571,2017/8/1 06:42,436,11,443,41,495,11,11,0,2,0,435,5,2,0,0,0,0,2017/8/1,2017,8,1,29,4,3
photo,post_page_157215971120682,157215971120682_813690168806589,https://www.facebook.com/157215971120682/posts/813690168806589,??世大運之星- ??舉起世界 許淑淨Hsu Shu-Ching ??  舉重好手許淑淨拿過各大國際賽事的金牌，包括奧運、亞運、世錦賽及亞錦賽，就差世大運金牌就能完成金牌大滿貫，這次臺北世大運千萬不要錯過，一起進場力挺許淑淨。   1?抓台許淑淨舉重53公斤級  2?澳奧運戰績輝煌2金：?? 2012倫敦奧運女子53公斤級金牌、?? 2016里約奧運子53公斤級金牌  3?世界紀錄：2014年仁川亞運，在女子53公斤級以抓舉101公斤、挺舉132公斤，總和成績233公斤，創53公斤級總和成績舉重世界紀錄??   ?分享圖片為許淑淨集氣加油??  ??點我看更多許淑淨：https://goo.gl/2Zn8jg ??比賽地點：淡江大學體育館 ??捍衛我們的主場：https://goo.gl/BbNAaD,舉重,運動,Weightlifting,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19756839_813690168806589_4673833357698465306_n.jpg?oh=65a9ecdaac30247f6d9ebf456ecd859b&oe=59FAAFDF,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19756839_813690168806589_4673833357698465306_n.jpg?oh=d87b004d2b03e84519e513b55590ef49&oe=5A01DC20,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/813690168806589/?type=3,facebook.com,2017-07-31T03:44:00+0000,1501472640,2017/7/31 05:44,1045,32,1072,38,1142,28,20,8,4,0,1044,21,6,0,0,0,0,2017/7/31,2017,7,31,0,1,0
video,post_page_157215971120682,157215971120682_813717958803810,https://www.facebook.com/157215971120682/posts/813717958803810,田徑包含田賽和徑賽各式各樣的項目喔！ 這次世大運田徑的項目有  鐵餅、標槍、鉛球、鏈球、跳高、跳遠、三級跳遠、撐竿跳高； 100 公尺、200 公尺、400 公尺、800 公尺、1500 公尺、5000 公尺、10000 公尺、4x100 公尺接力、4x400 公尺接力、110 公尺跨欄、400 公尺跨欄、3000 公尺障礙； 20 公里競走（個人／團體）、半程馬拉松（個人／團體）、男：十項運動，女：七項運動；  這麼多種項目呢！！　你最想要看那種呢？  ?? 田徑每日賽程 https://goo.gl/kHmHbn ?? 購票進場來為選手加油 https://goo.gl/8JhNcc,田徑,運動,Football,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19937545_813718432137096_6583717825729265664_n.jpg?oh=5791ecca83960ecb3b45208302a2a6fe&oe=5A36086C,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19937545_813718432137096_6583717825729265664_n.jpg?oh=755b3dcbd6629e0eacf797fae4795d0b&oe=59FC1DD6,https://www.facebook.com/taipei2017/videos/813717958803810/,facebook.com,2017-07-30T09:17:00+0000,1501406220,2017/7/30 11:17,1136,12,1165,161,1338,12,8,4,9,0,1135,28,1,0,0,0,0,2017/7/30,2017,7,30,3,0,1
video,post_page_157215971120682,157215971120682_813718508803755,https://www.facebook.com/157215971120682/posts/813718508803755,看看著投手與打者，視線交會之間的激烈火花， 每次投出與揮棒，是否讓你熱血沸騰呢?  ? 棒球每日賽程 https://goo.gl/zh2prq ?? 快來買棒球套票享受每場精彩比賽 https://goo.gl/vWCN3S,棒球,運動,Baseball,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19937523_813718715470401_5713332923554332672_n.jpg?oh=f67ec17783de2bc5594532b8e8cf02e1&oe=59FDB770,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19937523_813718715470401_5713332923554332672_n.jpg?oh=79710f0fbb57399e33900dbc2611ecec&oe=5A2A8CCA,https://www.facebook.com/taipei2017/videos/813718508803755/,facebook.com,2017-07-30T04:34:52+0000,1501389292,2017/7/30 06:34,741,24,770,87,881,24,11,13,7,0,741,14,1,14,0,0,0,2017/7/30,2017,7,30,2450,0,29
photo,post_page_157215971120682,157215971120682_821247641384175,https://www.facebook.com/157215971120682/posts/821247641384175,? 銳劍、鈍劍與軍刀，傻傻分不清楚嗎？?  一張圖幫你秒懂規則，成為擊劍小達人喔∼ 刺?刺?刺?  想知道更多擊箭規則嗎？來看熊讚運動教室！ https://goo.gl/uLE5B5  #擊劍有點複雜 #還好有這張圖的出現啊  臺北世大運??擊劍賽事資訊 ?日期：8/20~8/25 ??地點：臺北南港展覽館1館1樓 ?? 擊劍每日賽程》https://goo.gl/yvG6kP ?? 購票資訊 》https://tickets.2017.taipei,擊劍,運動,Fencing,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20155627_821247641384175_2122291692059035779_n.jpg?oh=4c7e9b8f8e3e59253dba2d4f3bcf6ff6&oe=59F490F6,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20155627_821247641384175_2122291692059035779_n.jpg?oh=bad4eb7073834df40fcfbab53a6328e7&oe=59FEFF09,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/821247641384175/?type=3,facebook.com,2017-07-27T03:44:00+0000,1501127040,2017/7/27 05:44,611,10,632,23,665,7,4,3,1,0,609,11,9,1,0,0,0,2017/7/27,2017,7,27,19,0,0
video,post_page_157215971120682,157215971120682_823700157805590,https://www.facebook.com/157215971120682/posts/823700157805590,看高手間的激烈攻防，你是否也跟著熱血沸騰呢！  跆拳道是本次世大運台灣重點奪牌比賽 比賽將於桃園市立體育館舉行 快來進場幫選手加油打氣喔!!!!  ?? 世大運跆拳道賽程 https://goo.gl/CUJVK8 ?? 購票進場為選手加油：https://goo.gl/ZYDo3m,跆拳道,運動,Taekwondo,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20392189_823700827805523_6706618125925744640_n.jpg?oh=499ced150b93067544d147d6dd728a98&oe=59F811A7,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20392189_823700827805523_6706618125925744640_n.jpg?oh=94162d86d1bc83f7fec3c1847f6d1c83&oe=59EAC91D,https://www.facebook.com/taipei2017/videos/823700157805590/,facebook.com,2017-07-26T11:19:00+0000,1501067940,2017/7/26 13:19,1298,50,1336,919,2305,48,36,12,5,0,1298,22,6,9,0,0,0,2017/7/26,2017,7,26,0,0,0
video,post_page_157215971120682,157215971120682_719807028194904,https://www.facebook.com/157215971120682/posts/719807028194904,快來看 熊讚Bravo 和大家簡單介紹桌球規則  想要看台灣桌球好手們的精彩表現嗎 ?? https://goo.gl/nmtrRG 購票進場為台灣好手們加油 ?? https://goo.gl/P85Qja,桌球,運動,Table Tennis,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16231924_719808178194789_6864579524059725824_n.jpg?oh=6843c474dacd3e9e742454e0e974e3fe&oe=59F468FD,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16231924_719808178194789_6864579524059725824_n.jpg?oh=07696c0069b8017e97c31ac580008b05&oe=59F1B747,https://www.facebook.com/taipei2017/videos/719807028194904/,facebook.com,2017-07-24T03:12:45+0000,1500865965,2017/7/24 05:12,517,4,535,63,602,4,2,2,1,0,517,8,3,7,0,0,0,2017/7/24,2017,7,24,1,0,0
video,post_page_157215971120682,157215971120682_813620298813576,https://www.facebook.com/157215971120682/posts/813620298813576,?你瞭解足球嗎 廣大的場地中， 考驗的不只是選手們的足上功夫， 同時也是對選手體力的一大考驗！  ??一起來看足球比賽 https://goo.gl/rGV8dB ?? 購票進場為選手們加油 https://goo.gl/QDHjUe,足球,運動,Football,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19937538_813620832146856_351460605510549504_n.jpg?oh=160ff17fb3bc31c417a49dd03393c2d1&oe=5A321B91,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19937538_813620832146856_351460605510549504_n.jpg?oh=71aeb773798338bf508c4a7e03a2760e&oe=5A3692D4,https://www.facebook.com/taipei2017/videos/813620298813576/,facebook.com,2017-07-22T16:00:00+0000,1500739200,2017/7/22 18:00,864,19,899,278,1196,19,10,9,3,0,864,20,2,13,0,0,0,2017/7/22,2017,7,22,1255,3,10
video,post_page_157215971120682,157215971120682_719803621528578,https://www.facebook.com/157215971120682/posts/719803621528578,想知道一桿進洞以多厲害嗎?! 看看 熊讚Bravo 打一輪就知道！  ? 高爾夫球賽程 https://goo.gl/TRnbN1 ?? 購票進場為選手們加油!!! https://goo.gl/dEtFe2,高爾夫,運動,Golf,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16327235_719804708195136_8318466343628177408_n.jpg?oh=958665c012d5f5377515193e62d6079a&oe=59EFD52C,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16327235_719804708195136_8318466343628177408_n.jpg?oh=c763df4d325423d6c860676130c980e7&oe=59ED2496,https://www.facebook.com/taipei2017/videos/719803621528578/,facebook.com,2017-07-22T11:31:07+0000,1500723067,2017/7/22 13:31,298,0,314,19,333,0,0,0,0,0,298,12,1,3,0,0,0,2017/7/22,2017,7,22,4,0,0
photo,post_page_157215971120682,157215971120682_813367232172216,https://www.facebook.com/157215971120682/posts/813367232172216,??世大運之星- ??奪牌希望 莊佳佳 ??  跆拳道好手莊佳佳在2015年世錦賽踢下67公斤級金牌前進奧運，有過兩次世大運經歷，並且都奪下獎牌，透過這張圖來更認識她。   1?莊佳佳跆拳道對打67公斤量級  2?世界大學運動會1金1銀：  　?? 深圳世大運 ( 73 公斤級 )  1 金、 　?? 光州世大運 ( 67 公斤級 ) 1 銀  3? 莊佳佳必殺技：前腳上端攻擊??    ?分享圖片力挺佳佳??  ?? 世大運跆拳道賽程 https://goo.gl/CUJVK8 ?? 購票進場為佳佳加油：https://goo.gl/ZYDo3m,跆拳道,運動,Taekwondo,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19756752_813367232172216_2044914037039678060_n.jpg?oh=e49dd6a818b7b031a37f602b46418c71&oe=59EED383,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19756752_813367232172216_2044914037039678060_n.jpg?oh=0e6c911aa2f8090cae362425148f055f&oe=5A35877C,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/813367232172216/?type=3,facebook.com,2017-07-20T09:17:00+0000,1500542220,2017/7/20 11:17,820,13,837,39,889,12,11,1,5,0,820,14,0,3,0,0,0,2017/7/20,2017,7,20,19,0,0
video,post_page_157215971120682,157215971120682_813718258803780,https://www.facebook.com/157215971120682/posts/813718258803780,??水球是大家聽起來有點熟悉但其實很陌生的運動 但他可是需要非常多球類的本領呢 這次中華隊也有派出水球代表隊 ??讓 熊讚Bravo和大家說說水球是怎麼比賽的喔!!  ?? 臺北世大運水球賽程：https://goo.gl/1BgP6L ?? 快來購票進場為選手加油 https://goo.gl/CXKQCW,水球,運動,Water Polo,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19944779_813718795470393_8565563079251722240_n.jpg?oh=37600e7dadb5201539fe26ae0da07517&oe=59FF0985,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19944779_813718795470393_8565563079251722240_n.jpg?oh=e5b4b51ba80f318bc83ef776d1953434&oe=59FC383F,https://www.facebook.com/taipei2017/videos/813718258803780/,facebook.com,2017-07-20T04:40:25+0000,1500525625,2017/7/20 06:40,1288,57,1352,183,1592,57,37,20,63,0,1283,21,17,26,0,0,0,2017/7/20,2017,7,20,20,0,2
video,post_page_157215971120682,157215971120682_719802821528658,https://www.facebook.com/157215971120682/posts/719802821528658,排球是學生時代的熱門運動， 相信這個運動你我都不陌生！ 看看熊讚打排球， 一起回味你我學生時代吧！  ?? 快來購票進場為選手加油 https://goo.gl/CXKQCW ?? 臺北世大運排球賽程：https://goo.gl/5kjhZr,排球,運動,Volleyball,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16231801_719803831528557_8079657786784350208_n.jpg?oh=0b66d4e4985d9fc672e8a433f2da88a3&oe=5A2D6353,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16231801_719803831528557_8079657786784350208_n.jpg?oh=e1f9ae7ccb6b7614696a8a09bea5404a&oe=59F8A7E9,https://www.facebook.com/taipei2017/videos/719802821528658/,facebook.com,2017-07-19T09:17:00+0000,1500455820,2017/7/19 11:17,1702,1,1777,122,1900,1,1,0,0,0,1699,59,2,14,0,0,0,2017/7/19,2017,7,19,28,1,4
photo,post_page_157215971120682,157215971120682_820119044830368,https://www.facebook.com/157215971120682/posts/820119044830368,??世大運之星-桌球王子 江宏傑 Chiang Hung-Chieh ??  上週看完了小傑的快問快答?? 來複習一下小傑的絕技喔??  ?? 快來購票進場為選手加油 https://goo.gl/P85Qja ?? 臺北世大運桌球賽程：https://goo.gl/el8pbj,桌球,運動,Table Tennis,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18486076_785295854979354_6889426456118649634_n.jpg?oh=ab014e9530a2ee96c46c628b72e1efdd&oe=5A2E517E,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18486076_785295854979354_6889426456118649634_n.jpg?oh=bde98966374a749fa4f52f6277c4c969&oe=5A2A2481,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/785295854979354/?type=3,facebook.com,2017-07-18T11:12:23+0000,1500376343,2017/7/18 13:12,312,1,318,0,319,1,1,0,1,0,311,6,0,0,0,0,0,2017/7/18,2017,7,18,1,0,9
video,post_page_157215971120682,157215971120682_818367841672155,https://www.facebook.com/157215971120682/posts/818367841672155,??陳盈駿飆 26 分 中華白 3 分之差惜敗??  7/15 中華白（世大運代表隊）首戰對決南韓， 陳盈駿獨拿 26 分、表現非常精采。雖然最後中華白以 84-87 吞敗， 但陳盈駿的精采表現，一定要透過畫面讓你回味~  ?? 8/20~8/29 籃球完整賽程資訊 https://goo.gl/FqWgKX ?? 購票進場熱血應援！https://goo.gl/rQ5QWC,籃球,運動,Basketball,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20156254_818368788338727_3735926918164250624_n.jpg?oh=78593157066e527a5b1cd575d5095acc&oe=59EB02C0,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20156254_818368788338727_3735926918164250624_n.jpg?oh=7efda760031c1fca966c97a9b257fed5&oe=5A31BB7A,https://www.facebook.com/taipei2017/videos/818367841672155/,facebook.com,2017-07-15T12:08:54+0000,1500120534,2017/7/15 14:08,561,4,577,11,592,3,3,0,0,0,560,10,1,0,5,0,0,2017/7/15,2017,7,15,277,4,80
photo,post_page_157215971120682,157215971120682_810097642499175,https://www.facebook.com/157215971120682/posts/810097642499175,??世大運中華隊籃球賽程??  ?世大運男女籃分別由 外籍總教練Charlie Parker及Albert Kenyon Wagner領軍 上屆中華女籃以第七名作收，這次要重返榮耀 男籃則是與南韓同為A組力拚晉級  ?要靠大家進場發揮主場力量 一起到現場為中華隊加油????  8/20~8/29籃球完整賽程資訊?? https://goo.gl/FqWgKX ?? 購票進場熱血應援！http://tickets.2017.taipei,籃球,運動,Basketball,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19554864_810097642499175_3216197300252713521_n.jpg?oh=82f5f94612f22abaa433424ec44470fb&oe=5A33864C,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/19488508_810097642499175_3216197300252713521_o.jpg?oh=b812819ff7a5eeb3188e7314ae09530c&oe=5A36BDF8,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/810097642499175/?type=3,facebook.com,2017-07-15T03:44:00+0000,1500090240,2017/7/15 05:44,401,20,409,14,443,19,14,5,2,0,401,8,0,0,0,0,0,2017/7/15,2017,7,15,20,1,1
video,post_page_157215971120682,157215971120682_813606085481664,https://www.facebook.com/157215971120682/posts/813606085481664,?? 一年一度的瓊斯盃男生組即將於明天開打囉 ??   中華白隊也是世大運代表隊喔! 以賽代訓，球員們的表現想要先賭為快嗎? 瓊斯盃官網：http://jonescup.choxue.com/  世大運籃球賽也將於 8/20-8/29 熱血開打 ?? 購票進場來為選手們加油打氣喔！https://goo.gl/rQ5QWC ?? 籃球完整賽程資訊 https://goo.gl/FqWgKX,籃球,運動,Basketball,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19934273_813606488814957_2542476869496733696_n.jpg?oh=f4eb3bfd2a70b2b7455b2f7fe6469045&oe=5A007630,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19934273_813606488814957_2542476869496733696_n.jpg?oh=f4ecfea701d0d646381e045908326786&oe=5A2D968A,https://www.facebook.com/taipei2017/videos/813606085481664/,facebook.com,2017-07-14T06:32:17+0000,1500013937,2017/7/14 08:32,609,8,630,46,684,8,6,2,2,0,609,20,1,0,0,0,0,2017/7/14,2017,7,14,9,0,0
